Attendance,Home Score,Home 1st Q,Home FG%,Home 3pt%,Home FT%,Away Score,Away 1st Q,Away FG%,Away 3pt%,Away FT%
19393,132,45,53.3,50.0,87.0,105,27,44.7,32.4,85.7
16625,107,24,46.3,44.0,90.9,100,19,45.1,21.1,87.5
14075,93,19,38.4,27.3,78.3,89,21,40.9,28.0,71.4
19800,92,25,39.8,25.9,84.6,105,22,49.4,36.8,76.5
18057,117,29,40.0,36.4,86.2,114,25,47.2,32.4,65.5
19068,120,26,44.2,32.6,53.8,123,32,45.7,42.3,80.0
19596,104,35,46.6,28.9,68.8,113,30,46.6,32.4,79.2
15387,100,17,43.8,41.4,85.7,92,29,43.8,31.0,76.5
18343,99,20,45.3,29.0,100.0,113,25,46.0,35.1,80.0
19600,102,24,44.6,30.6,64.3,118,31,48.4,53.3,73.7
18306,128,36,52.9,34.3,80.0,112,34,39.8,30.4,83.3
20106,136,35,62.2,45.2,87.0,122,43,52.9,36.4,76.2
17862,101,40,42.2,40.5,70.0,111,22,48.8,50.0,61.8
20409,115,26,46.2,30.3,73.1,131,38,49.5,43.6,100.0
19114,125,27,52.4,43.8,86.2,118,26,51.9,37.5,100.0
17385,102,26,43.6,37.0,83.3,89,21,36.3,26.3,81.3
19432,98,31,40.0,17.4,78.8,111,40,47.6,41.0,78.9
19600,88,27,42.3,30.0,73.1,95,21,42.7,29.2,70.6
19596,115,33,47.3,32.4,94.7,101,24,43.8,25.9,58.8
18354,113,35,47.8,39.1,88.9,108,24,44.8,28.6,100.0
17208,106,38,47.2,32.4,68.8,107,29,47.2,39.4,71.4
18306,98,27,36.0,26.8,69.4,125,31,46.0,38.5,81.1
15534,112,30,46.9,37.5,55.6,118,33,51.2,43.8,69.2
17583,115,32,45.7,36.7,83.3,108,26,44.1,21.2,76.0
17025,84,22,37.8,30.0,72.7,96,19,40.7,34.6,72.2
18624,134,31,59.3,38.2,76.5,129,29,48.9,40.0,73.5
19800,121,23,45.7,27.3,83.9,103,23,42.7,16.7,86.2
15025,129,20,49.5,31.6,72.4,137,35,50.5,50.0,86.2
12589,129,34,54.5,43.2,85.0,103,36,44.6,32.1,54.5
16209,94,17,32.4,11.9,82.1,113,23,42.6,25.6,68.0
15780,107,20,43.3,23.7,83.3,109,25,45.1,35.7,70.8
15740,110,28,53.6,28.0,72.2,118,32,49.4,31.7,76.0
16245,127,37,55.6,40.6,60.9,112,25,42.9,28.1,90.5
19432,96,30,41.7,27.3,87.5,103,28,48.8,34.6,100.0
14300,115,25,41.9,35.7,84.6,117,26,48.3,75.0,88.2
17265,136,33,57.1,55.9,62.5,94,26,46.7,19.0,76.9
17853,92,28,40.0,27.3,73.3,105,36,46.8,35.3,79.2
20472,107,28,44.3,29.2,92.7,119,40,46.1,35.5,81.3
13454,108,32,41.9,44.1,72.4,106,19,44.8,31.0,95.0
18203,132,31,50.0,43.3,73.0,122,32,46.7,29.7,79.4
19468,108,30,45.2,38.5,75.0,118,34,54.2,31.8,84.0
14516,135,30,51.1,55.9,72.7,130,35,50.5,37.1,81.0
17360,148,50,60.2,63.3,65.4,129,35,52.2,45.9,84.2
18116,120,39,49.5,44.4,73.7,125,37,52.9,42.9,66.7
19606,99,27,40.4,30.6,70.6,93,20,40.4,24.3,70.6
18306,116,30,50.0,39.3,65.6,88,24,46.7,17.6,78.9
17583,101,28,42.9,33.3,60.0,127,32,45.0,39.2,94.4
19596,141,33,57.9,47.1,71.4,102,31,43.2,37.5,95.2
15756,116,36,56.3,40.9,81.8,92,31,43.5,35.3,63.2
17184,122,32,54.2,42.3,91.3,112,31,46.5,38.5,83.3
16036,101,33,45.0,45.7,52.0,119,22,46.0,32.5,78.8
18203,117,27,47.8,38.6,63.6,95,32,44.2,29.2,87.0
18624,128,30,48.9,42.1,100.0,129,24,51.5,53.7,38.9
19393,127,31,53.8,35.5,100.0,118,34,52.7,57.1,71.4
14430,120,41,48.8,43.3,79.3,103,22,44.9,31.8,63.4
16682,119,41,50.0,34.3,93.8,106,27,37.5,31.6,88.0
20627,117,33,50.0,45.5,90.6,110,23,48.9,23.1,92.3
15267,106,27,41.5,31.7,93.8,125,32,54.1,50.0,79.2
20420,107,29,41.4,41.5,65.0,122,29,54.8,27.8,83.3
17081,107,31,38.6,19.4,76.7,117,26,50.6,34.5,71.4
16980,122,22,47.3,30.0,96.4,117,35,50.5,42.9,72.7
17583,102,17,41.1,34.6,76.0,96,28,43.2,33.3,47.4
18306,125,23,52.2,39.0,75.0,105,24,44.9,31.8,90.0
17923,105,30,53.6,34.6,60.0,90,17,44.3,44.4,44.4
15048,120,31,53.5,42.4,73.7,129,46,54.5,45.2,77.8
18886,99,23,41.5,40.0,57.9,104,25,38.4,40.0,82.8
19942,125,32,50.5,26.1,75.0,134,34,57.9,44.4,85.7
16841,99,20,43.2,27.6,83.3,90,28,39.5,18.2,59.3
18624,112,43,42.4,34.6,80.6,123,20,47.6,40.0,77.5
18061,112,28,43.0,35.6,73.3,117,25,44.9,38.2,80.0
17812,83,19,32.6,17.1,83.3,103,20,46.8,37.0,83.3
20340,102,25,41.4,32.4,78.3,101,24,48.8,31.0,57.1
20683,143,39,57.7,50.0,86.4,120,40,51.6,37.0,73.7
17583,117,33,45.2,29.0,72.7,104,23,41.8,22.2,73.3
13370,108,25,46.3,40.6,84.0,124,26,47.3,35.1,89.3
19596,120,24,53.7,36.1,73.1,118,34,45.7,41.9,50.0
15246,121,36,51.8,41.7,85.7,112,27,50.0,35.9,73.7
19432,107,30,40.0,31.8,89.5,104,22,45.7,26.9,65.0
15734,99,32,51.4,32.0,88.2,90,19,32.2,17.5,75.8
19800,127,21,54.3,29.0,90.0,125,29,52.3,48.8,72.2
18203,120,36,47.7,45.7,75.9,111,26,41.4,37.9,73.7
18833,99,21,38.5,32.1,88.9,112,22,47.5,31.6,82.8
13782,130,29,52.2,33.3,83.3,120,26,51.4,41.4,87.2
18055,120,25,46.7,38.3,86.7,104,22,47.9,36.1,77.8
18378,103,35,42.7,43.2,84.6,87,27,41.5,27.3,62.5
16824,117,38,43.5,38.1,80.8,113,32,43.2,35.0,68.0
20582,109,23,48.8,33.3,71.0,112,28,46.6,44.8,81.0
13788,107,33,49.4,33.3,68.8,108,20,41.9,61.9,79.3
15733,88,17,38.3,34.5,75.0,118,39,44.2,40.6,95.5
19596,115,25,49.4,31.7,66.7,108,14,47.1,38.5,76.2
17434,139,29,45.0,42.9,72.2,148,30,46.0,40.0,76.5
17311,97,18,42.0,37.0,86.7,106,26,44.2,29.0,72.4
18624,118,28,51.1,41.0,80.0,110,29,42.9,32.5,73.5
18983,111,33,40.0,31.0,81.5,126,37,53.8,34.8,79.1
19800,129,30,47.8,42.1,83.3,120,26,44.0,35.0,82.1
15131,121,28,54.4,50.0,76.5,111,29,40.8,35.8,92.3
19114,122,36,56.3,40.0,82.8,110,32,48.3,35.5,76.5
20364,101,25,38.6,28.8,81.8,112,29,54.3,40.0,75.0
17938,120,30,45.5,25.8,88.0,118,41,45.2,34.4,82.1
17703,134,32,59.5,50.0,76.7,107,22,46.5,26.7,76.0
19549,129,31,46.2,43.2,79.4,107,33,40.2,34.2,88.9
18846,127,33,52.2,43.6,77.8,89,18,35.1,12.9,73.1
14179,91,13,36.3,26.3,78.9,106,28,45.2,38.7,69.2
15686,131,31,54.3,46.2,79.2,122,31,47.2,22.7,92.3
19022,111,23,49.4,36.1,70.0,98,28,41.7,31.3,72.0
20505,106,29,45.1,26.9,71.4,102,21,47.9,27.3,50.0
17732,99,21,39.1,19.4,76.9,113,23,43.8,21.9,87.5
17926,98,20,42.0,35.9,71.4,97,22,38.2,35.0,83.3
18997,111,22,44.2,26.7,81.8,106,32,45.5,29.3,93.3
19596,125,35,45.7,41.3,83.3,123,30,43.4,30.3,79.4
18846,109,26,50.6,41.2,54.2,110,24,44.4,41.4,94.7
20058,120,26,42.6,46.7,81.3,117,23,48.3,32.4,86.4
15572,123,27,47.9,39.4,81.8,110,38,43.3,25.6,88.9
16962,126,24,47.3,43.8,68.6,111,35,46.2,29.6,56.7
19096,104,33,43.0,37.9,79.2,115,29,47.1,45.8,68.8
14067,122,34,48.9,47.6,84.2,125,33,48.4,37.5,64.3
16444,106,23,36.7,28.1,86.1,112,36,46.7,24.0,85.7
20382,104,30,40.5,24.4,78.8,114,25,40.8,37.8,64.0
18203,148,35,46.6,40.9,80.0,147,34,49.5,45.0,80.6
20619,115,25,48.3,37.5,78.6,130,27,49.5,21.7,93.1
15214,120,33,41.3,36.4,84.2,112,33,44.1,35.1,85.0
19648,112,21,53.2,37.1,71.4,119,29,56.6,44.0,63.6
19158,115,20,45.3,34.3,83.3,117,34,46.0,39.5,76.9
18626,128,42,52.1,37.5,81.3,115,35,54.3,34.5,65.4
19432,112,37,44.3,38.1,78.3,107,24,44.4,20.0,78.6
19600,96,29,42.7,25.0,70.4,119,20,52.5,42.4,80.8
21295,126,28,53.4,40.0,95.2,116,33,48.9,34.5,76.2
18203,116,24,38.1,30.4,78.6,119,31,45.4,36.8,70.6
17972,140,35,52.6,44.2,95.5,128,32,49.0,46.2,80.0
19596,112,20,46.7,38.9,70.0,118,35,43.5,37.2,91.7
18306,125,31,48.2,36.8,87.9,109,25,42.3,36.1,77.8
19800,98,15,41.8,39.3,78.6,113,25,46.2,38.9,75.0
19956,123,34,51.8,35.3,65.7,96,27,34.5,14.3,89.2
18019,130,30,51.0,43.2,73.7,118,26,44.7,25.0,90.3
19419,110,30,44.0,21.2,88.5,121,34,50.5,34.1,84.6
15321,113,36,44.3,43.9,65.4,109,20,46.0,38.5,90.5
19432,110,18,41.6,38.2,88.5,123,29,56.4,62.1,77.3
19600,121,29,49.5,31.0,80.0,124,23,50.6,40.6,84.0
13479,101,28,43.2,38.0,75.0,85,20,36.5,16.7,91.7
13691,112,19,50.6,25.8,71.4,105,30,38.9,34.6,75.9
17194,110,24,42.3,17.9,70.8,111,31,43.6,32.3,68.4
17794,110,34,44.1,25.0,82.6,105,31,44.9,37.0,75.0
18055,119,39,43.3,29.4,86.7,111,28,48.8,44.7,69.6
20936,106,38,44.6,34.6,68.2,117,25,46.2,34.7,69.6
19068,121,29,45.0,37.8,77.8,112,22,48.7,38.9,88.9
17833,108,20,42.7,29.2,78.1,103,34,43.8,34.4,70.0
19800,118,30,48.9,47.2,64.3,95,32,38.4,20.0,82.1
18378,121,29,46.6,46.4,74.3,112,26,45.3,26.3,64.0
17903,113,33,47.0,36.4,85.2,118,41,46.2,33.3,87.5
13683,116,28,45.9,22.9,76.9,125,34,45.8,29.7,83.9
14101,131,33,42.6,41.4,84.4,123,40,43.1,31.6,69.7
19647,126,32,50.6,43.9,80.0,125,22,49.4,35.4,71.4
18624,92,24,46.5,17.9,70.0,97,25,42.2,18.2,75.0
13711,107,20,43.6,33.3,88.9,109,20,47.6,33.3,92.0
18354,105,32,51.9,52.9,70.6,93,27,36.0,39.5,85.7
19978,110,28,49.4,43.2,60.9,101,27,48.1,35.7,81.0
18306,111,26,41.3,32.4,75.0,105,33,39.4,19.2,86.7
17583,140,33,44.9,36.4,73.3,141,34,48.2,37.8,76.2
18997,125,35,52.1,32.0,61.3,119,28,45.1,20.0,74.1
17003,122,26,47.6,59.3,83.9,115,35,47.2,30.8,67.6
18846,103,28,44.9,35.5,80.0,96,22,40.2,22.5,90.0
17573,118,31,48.4,34.4,65.2,125,27,51.2,41.2,80.6
18119,121,33,49.4,41.3,92.9,118,32,51.9,53.6,79.2
18203,104,26,43.7,29.6,71.4,108,37,46.2,40.0,63.2
19520,104,22,40.4,28.0,70.8,111,19,44.0,37.2,63.6
15267,161,33,49.6,36.7,68.0,168,26,47.1,43.8,72.9
15578,112,32,51.2,31.3,77.8,123,31,53.2,42.9,82.4
18624,107,30,44.7,28.6,76.5,96,20,40.4,26.3,73.7
19800,119,31,55.6,35.7,90.5,117,24,49.4,42.4,82.6
14123,116,32,42.6,35.3,85.7,130,27,57.5,59.3,70.0
17583,109,23,44.1,28.6,84.0,116,26,43.5,38.7,72.7
18997,120,26,47.9,32.5,83.3,131,27,51.6,35.0,87.5
19432,93,23,34.2,38.2,81.3,129,42,54.0,54.1,88.2
17923,112,27,54.5,25.9,87.5,117,27,50.5,35.7,78.9
19600,117,28,48.9,41.2,68.2,88,23,35.2,21.4,77.3
20624,117,32,44.8,45.2,86.2,120,31,50.6,42.4,70.6
20233,81,21,30.6,17.5,66.7,111,33,50.0,41.2,79.2
18439,116,38,49.5,42.1,72.0,102,25,45.5,24.1,62.5
18306,115,23,45.8,41.4,57.7,111,26,38.5,38.5,73.3
18055,118,33,51.3,23.1,85.0,109,26,48.3,32.0,65.2
19978,112,39,42.4,28.1,86.2,120,27,48.9,40.0,69.2
18355,108,25,44.6,42.4,87.0,118,32,44.8,34.4,91.3
19068,128,38,49.0,54.3,76.5,107,20,39.8,37.9,76.5
20526,118,32,51.1,29.6,76.2,123,35,47.2,50.0,64.3
18624,104,23,48.1,28.6,75.9,115,33,47.5,41.2,62.1
19161,112,24,46.5,36.4,69.0,107,19,38.5,35.9,79.2
17869,135,40,50.0,33.3,81.3,121,36,52.5,14.8,68.4
19432,107,29,43.4,32.6,91.3,93,24,44.3,23.1,81.8
18203,99,25,35.5,30.0,72.7,95,28,44.3,31.8,94.7
19600,114,32,55.7,39.1,70.8,113,31,41.8,37.0,80.0
17064,127,31,56.5,41.5,73.7,88,21,35.6,26.7,63.6
18354,104,36,48.2,32.0,73.7,103,17,43.2,42.5,100.0
18306,112,33,46.7,36.8,85.7,115,24,47.9,45.0,77.8
18055,114,20,45.1,31.8,80.6,105,31,36.8,28.6,74.2
17034,115,34,47.0,37.9,78.8,108,25,45.9,41.4,64.3
18997,105,34,41.8,26.3,79.2,113,26,49.4,37.9,83.3
20379,114,39,47.2,39.3,90.5,106,34,45.2,40.6,75.0
15753,105,27,45.2,44.0,75.0,96,17,38.7,16.0,83.3
19800,95,19,41.6,28.1,75.0,107,23,44.7,44.1,88.9
13801,120,20,53.3,48.1,75.0,111,33,53.2,31.0,85.7
15728,131,30,52.8,50.0,74.3,120,24,44.7,39.1,58.1
19596,95,24,40.0,22.9,82.6,128,32,51.0,41.2,94.1
15240,131,22,53.8,42.4,77.3,114,35,48.8,44.4,95.2
16867,132,33,53.8,36.4,80.0,123,43,48.4,36.6,64.3
18137,84,18,36.6,38.9,66.7,91,29,42.2,34.6,54.5
15208,104,23,39.1,30.2,79.2,111,27,49.4,30.3,72.2
14177,113,31,47.3,36.4,57.7,107,20,40.2,42.1,72.4
19927,108,30,44.1,26.1,74.1,107,30,46.0,33.3,79.2
14681,104,23,46.1,37.5,65.0,114,25,52.3,26.7,63.6
14427,107,16,48.1,41.4,77.3,96,22,45.5,40.0,80.0
17583,109,32,50.0,44.8,72.7,111,26,50.6,39.4,85.7
18997,99,25,47.6,22.6,52.2,115,43,45.9,31.0,70.6
17884,117,32,50.0,40.0,81.0,98,24,38.9,37.8,70.0
20037,121,30,39.4,22.0,80.9,129,31,45.7,29.6,78.1
19196,111,29,48.3,48.3,72.2,106,19,47.2,29.4,75.0
18144,112,32,41.7,34.1,90.0,111,22,46.5,33.3,84.6
21048,104,30,51.2,29.4,65.2,112,24,54.2,33.3,61.9
15407,114,29,51.1,40.9,86.7,104,23,42.7,37.5,66.7
17325,104,31,41.0,25.6,61.5,127,29,53.5,35.1,88.9
19600,126,28,57.0,48.0,72.7,110,29,48.1,44.2,81.3
18055,107,37,49.4,31.7,66.7,91,21,36.8,11.5,78.3
17915,118,36,45.3,36.0,67.4,110,32,40.2,25.0,65.4
19596,122,30,53.6,51.4,66.7,105,20,37.9,36.4,77.1
19812,94,30,37.2,28.6,66.7,102,23,37.9,33.3,81.8
16527,112,23,37.1,19.5,81.3,114,26,38.4,34.1,61.1
14381,135,28,44.7,33.3,87.5,130,39,48.0,36.4,75.0
18997,107,24,48.4,18.5,77.8,120,25,51.6,36.8,71.4
17996,131,24,48.9,38.6,86.7,114,32,47.3,38.5,78.6
19851,127,24,50.0,44.8,77.8,120,23,41.7,33.3,86.2
19356,131,31,53.8,54.3,63.6,108,32,50.0,50.0,65.4
19600,104,27,45.7,29.6,57.1,125,32,56.8,52.5,76.9
20636,106,26,43.7,30.4,76.7,89,25,37.3,31.3,59.5
14337,128,26,49.0,45.9,83.3,116,33,44.6,43.9,100.0
16627,105,26,41.5,29.0,90.3,97,17,35.6,31.6,85.2
20423,93,26,41.3,28.1,81.5,94,25,36.4,30.8,63.6
13806,103,23,44.7,30.0,76.9,92,22,43.0,40.0,57.1
18594,121,25,49.0,41.4,73.3,114,32,47.1,38.9,72.0
19596,111,29,44.2,23.3,77.3,115,16,48.8,40.0,77.8
15012,121,28,46.5,37.8,81.8,115,20,45.1,33.3,75.0
19432,126,25,46.8,43.9,95.2,101,24,47.6,28.2,58.8
17732,103,27,49.4,35.5,63.6,75,19,27.8,23.5,81.3
18055,118,38,41.8,39.5,92.6,106,19,42.7,39.0,93.3
18306,89,21,36.4,30.2,70.6,98,22,45.6,31.8,70.4
19068,140,25,61.6,46.4,84.0,115,19,48.4,38.9,68.4
16679,103,27,43.5,28.6,72.4,98,29,43.8,46.4,83.3
20420,106,24,49.4,34.8,82.4,99,12,39.6,34.2,75.0
21359,107,34,46.2,40.7,100.0,123,16,54.7,39.4,80.0
15562,113,23,43.0,21.3,68.8,130,23,49.5,27.8,85.7
20366,105,24,46.3,35.9,57.7,112,34,52.4,36.4,100.0
16874,133,31,60.0,60.0,86.7,107,20,46.1,36.7,100.0
16686,104,30,40.0,60.0,70.4,125,23,49.0,38.7,73.1
15107,100,29,46.7,29.6,66.7,90,28,38.9,36.4,88.9
18203,108,19,42.7,39.3,78.9,96,27,41.7,37.1,68.4
15169,132,33,50.5,37.8,78.6,111,28,42.7,35.0,80.8
19600,108,30,46.4,39.3,79.2,74,18,35.1,21.6,66.7
18122,104,23,47.4,26.8,82.6,106,33,49.4,37.5,100.0
18055,97,27,43.9,36.8,78.3,114,25,46.7,36.4,72.0
16656,108,22,45.1,31.8,84.4,106,29,44.2,46.7,80.0
18091,120,36,48.4,45.2,76.2,91,20,40.7,22.6,93.3
18624,126,25,50.5,32.1,73.1,120,38,50.5,32.4,56.5
19962,111,33,39.6,39.0,79.3,98,25,44.7,22.6,62.5
18306,120,34,49.4,34.2,70.4,100,25,46.2,20.8,73.3
19520,100,26,48.1,27.6,82.4,99,29,42.5,32.4,76.5
20704,123,33,50.5,29.2,88.9,114,29,45.7,33.3,79.2
19520,110,26,48.8,38.2,78.9,116,40,45.5,45.2,83.3
20768,111,27,43.0,43.6,62.5,97,22,41.9,24.0,73.1
18055,108,26,43.4,27.5,75.8,102,31,42.7,26.9,76.0
16117,110,37,47.9,26.7,48.0,122,30,44.8,37.0,81.3
19600,98,37,40.9,36.4,56.0,113,19,47.7,36.4,70.8
18354,109,31,53.4,33.3,80.0,83,20,40.7,40.0,55.6
17404,128,29,44.4,50.0,85.7,121,34,52.5,52.4,78.8
18624,129,43,47.3,36.1,75.7,120,36,43.0,37.5,79.2
17641,136,31,46.1,50.0,65.9,138,34,51.0,31.0,75.0
19750,135,35,50.6,48.6,83.7,128,37,53.3,36.4,76.9
20347,121,34,51.7,47.1,81.3,116,26,46.5,39.5,95.5
18203,88,27,32.3,31.7,56.5,110,40,47.0,42.9,77.3
18354,108,23,46.8,47.1,86.7,103,21,41.6,25.0,85.7
18306,114,28,42.9,36.1,74.2,98,21,34.7,33.3,90.9
19856,102,25,47.6,28.9,65.0,100,36,45.3,25.0,70.3
19812,124,41,57.9,46.2,82.8,123,30,48.5,25.9,78.6
19600,93,19,39.5,39.4,63.2,75,20,31.3,19.4,88.9
18148,125,28,45.3,32.0,82.1,130,31,47.0,46.9,70.0
19277,110,25,47.0,29.6,88.9,107,21,47.6,50.0,78.6
17583,129,24,52.4,34.8,81.3,102,23,44.3,38.5,66.7
18045,101,28,38.8,24.3,78.8,91,25,41.8,22.9,70.0
17247,119,23,43.3,38.7,82.1,116,30,42.0,36.8,72.0
18055,117,26,45.7,42.0,71.4,102,30,41.3,31.3,69.6
15637,95,24,42.0,29.6,86.4,116,31,53.8,37.8,66.7
18465,126,25,58.2,50.0,85.2,119,32,44.7,40.9,81.0
19800,128,38,55.7,42.5,59.1,92,29,32.9,22.9,87.5
18624,105,22,41.9,30.8,78.9,114,24,48.9,35.9,80.0
18203,107,25,43.7,27.0,77.8,116,27,47.4,31.0,93.8
18354,111,25,46.6,38.5,86.4,105,25,46.6,33.3,83.3
20276,125,34,43.8,25.7,82.8,129,28,47.1,30.8,86.4
15879,101,20,46.4,26.9,61.5,116,34,51.7,25.0,83.3
19393,106,28,46.8,40.6,90.5,98,31,42.2,41.7,81.8
16411,114,30,43.4,25.7,75.0,118,31,50.0,34.4,75.0
16293,105,25,46.4,37.5,80.0,121,25,51.3,40.4,73.3
17879,115,35,46.1,31.9,66.7,101,24,38.4,37.2,82.6
17964,107,27,40.4,25.0,81.3,117,30,48.4,45.2,71.4
17583,121,38,51.6,36.0,70.0,123,25,50.0,34.3,73.9
16043,115,25,48.3,29.4,70.4,109,16,51.7,33.3,70.6
20606,118,30,37.8,33.3,90.7,115,39,46.9,37.5,81.3
17005,119,39,45.1,39.5,85.7,96,25,37.3,29.4,76.9
19432,107,30,41.9,28.2,75.0,102,24,39.6,40.6,81.0
18530,116,25,52.3,41.9,61.9,137,39,56.5,47.6,84.0
16691,126,38,46.1,35.1,79.5,125,25,44.7,43.8,100.0
19470,126,35,47.2,52.2,82.4,120,28,47.3,33.3,78.3
18354,105,22,43.2,41.2,71.4,110,24,46.5,45.7,77.8
18203,114,31,41.7,30.2,51.7,123,39,51.7,38.9,90.5
19803,126,26,49.5,44.4,80.0,118,17,49.4,33.3,88.0
15986,108,30,50.6,28.6,95.2,113,33,52.9,46.7,63.6
15576,113,25,43.0,31.0,75.0,106,25,44.3,35.7,62.1
15569,117,29,47.1,47.5,69.6,114,28,45.7,31.3,69.2
17583,116,27,47.1,37.1,75.0,100,29,39.1,30.0,69.6
16066,98,32,47.9,26.9,80.8,118,29,42.2,40.5,73.5
19596,112,19,49.4,36.1,68.8,89,19,38.5,26.1,76.5
18025,123,23,47.3,35.9,77.8,119,33,50.5,39.5,47.6
19290,93,18,37.8,28.1,76.2,111,37,41.7,39.5,84.2
19432,108,40,47.8,38.7,76.9,110,25,51.2,23.1,87.0
20014,109,29,50.0,52.0,85.7,116,22,44.7,46.5,85.7
18055,111,36,41.9,37.8,78.1,105,24,45.6,29.2,94.1
18094,116,33,50.6,50.0,65.0,87,32,37.6,29.7,52.2
18997,106,23,38.5,25.0,71.9,111,20,40.2,38.1,75.0
19438,124,29,44.2,47.4,78.6,117,35,47.3,44.2,66.7
20409,108,27,42.7,30.0,73.9,113,25,50.0,30.8,68.4
16640,129,34,46.2,31.9,76.2,127,41,46.2,43.5,84.6
16977,99,25,37.5,30.3,77.3,112,25,48.2,46.2,95.2
20506,83,18,35.9,12.5,75.0,114,33,48.4,34.4,73.3
19596,91,22,40.0,13.3,71.4,126,37,53.0,42.9,77.3
19815,117,32,54.4,42.3,74.1,112,28,50.0,41.2,100.0
17583,112,19,42.4,44.7,77.3,103,32,40.9,26.5,84.6
18263,113,24,47.7,27.3,88.0,124,29,44.2,42.9,89.2
17930,127,32,55.2,36.6,76.2,105,27,42.7,26.8,70.6
17923,124,27,56.0,44.4,82.4,88,23,35.5,24.1,93.8
19800,114,32,58.4,42.3,100.0,115,27,44.1,43.9,88.2
17048,90,19,41.3,25.0,70.0,113,33,48.8,42.9,88.9
18624,96,24,40.4,20.0,81.3,115,31,51.0,33.3,87.5
19596,121,29,62.2,52.0,84.2,114,28,46.4,38.7,96.0
18997,111,22,45.9,32.5,83.3,106,20,37.5,42.4,60.9
16848,119,31,51.7,37.9,78.3,98,31,49.3,26.1,76.9
15144,115,31,44.9,33.3,77.4,103,23,40.0,33.3,75.0
18306,125,26,55.8,47.6,82.6,92,21,40.8,30.4,82.1
20188,148,31,43.8,31.1,77.8,144,27,47.6,35.7,70.5
19432,106,27,48.8,32.1,76.0,116,32,50.5,40.0,73.7
14227,125,29,46.0,31.0,71.4,116,23,40.7,33.3,71.4
19800,112,26,48.8,42.9,100.0,103,18,45.3,34.8,85.0
19704,99,32,41.9,30.3,81.0,104,18,41.6,33.3,69.6
17910,108,20,44.7,41.2,76.9,94,25,36.4,30.8,85.7
14751,120,34,47.0,35.3,75.0,130,42,45.4,37.3,88.5
13176,111,23,43.6,33.3,60.6,122,42,54.1,50.0,100.0
20168,121,23,50.6,33.3,87.5,125,25,50.6,43.5,84.4
19520,95,27,42.5,25.9,70.0,92,9,35.3,26.2,69.2
18997,124,34,53.9,33.3,73.9,106,29,43.3,18.8,81.5
18203,107,29,44.6,36.1,63.2,99,27,43.5,41.9,54.5
17794,103,37,39.0,32.3,71.4,118,31,53.6,48.4,86.7
20227,98,14,42.9,21.7,78.9,118,27,51.8,34.4,84.0
16004,121,30,49.4,37.8,80.8,124,27,47.8,36.0,67.4
18306,115,32,49.4,31.3,63.9,100,25,38.1,33.3,70.8
18128,115,30,53.5,48.6,50.0,98,27,39.4,25.8,80.0
20547,123,38,50.0,48.0,75.0,110,23,44.4,34.4,65.5
19812,92,18,36.5,23.1,75.0,117,30,44.9,42.6,77.3
19851,105,26,43.8,23.3,74.1,99,29,39.1,34.0,64.7
17922,128,28,52.3,43.2,81.5,118,25,45.7,51.5,77.3
18055,112,22,46.0,37.5,85.0,85,25,36.9,16.7,95.0
13976,121,30,50.5,32.1,100.0,118,26,49.5,43.5,87.5
18756,116,27,52.9,42.4,70.6,110,28,48.9,41.4,80.0
18624,114,35,51.2,48.1,76.5,112,25,46.7,44.4,69.6
16182,98,30,40.4,23.7,92.9,118,38,46.9,28.1,86.4
18978,131,27,43.7,36.8,79.4,130,32,46.9,45.0,71.4
18203,105,29,48.9,29.6,68.8,115,33,56.5,42.4,83.3
18306,128,39,55.2,43.8,100.0,124,30,49.0,40.5,59.1
18997,129,33,56.0,47.4,75.0,115,35,47.7,38.5,94.1
16439,132,29,62.4,45.5,68.8,108,29,44.6,13.0,82.1
18055,119,35,47.0,32.7,88.9,108,32,44.7,51.7,60.0
17732,110,17,45.8,31.6,78.6,96,21,42.2,40.0,78.3
17923,116,28,53.3,37.5,64.7,121,32,51.1,39.5,85.7
18592,99,11,43.0,20.0,76.9,90,14,37.3,19.0,90.9
19812,92,33,40.3,23.7,84.0,100,29,43.3,28.1,76.5
18978,109,20,45.3,42.3,80.0,118,38,46.8,48.4,71.4
21238,101,28,42.3,30.0,62.5,124,26,51.7,47.4,77.8
16647,115,38,53.1,42.9,73.9,120,23,46.1,32.0,75.0
16660,136,26,44.1,36.1,58.8,135,43,41.4,30.9,95.7
18203,103,24,38.8,25.6,72.7,106,31,42.5,36.4,69.6
18562,102,26,45.8,25.8,85.7,130,26,47.5,39.5,86.4
18407,106,30,46.8,29.6,71.4,113,28,48.1,44.0,85.7
17356,90,34,37.6,19.4,65.0,95,23,40.2,25.0,75.0
19596,137,35,60.2,63.6,83.3,90,27,35.3,25.0,88.0
16740,113,25,48.0,25.9,89.5,96,19,37.6,24.2,82.8
15760,111,23,54.5,45.5,77.3,102,33,43.2,36.4,73.7
19800,121,29,50.0,51.4,81.8,109,36,46.2,36.4,73.3
17732,121,20,41.5,36.4,79.4,131,35,50.0,32.4,86.7
18624,110,36,39.6,42.5,87.5,105,17,45.5,27.0,83.3
18874,113,37,50.0,47.4,84.0,105,19,44.7,23.5,73.9
11209,122,23,49.0,37.9,89.5,132,38,54.9,50.0,70.8
19645,122,27,47.4,37.5,66.7,102,32,38.7,18.2,75.0
18306,111,26,48.1,42.9,76.9,102,23,40.0,23.3,79.3
