Attendance,Home Score,Home 1st Q,Home FG%,Home 3pt%,Home FT%,Away Score,Away 1st Q,Away FG%,Away 3pt%,Away FT%
14050,122,31,54.8,35.1,85.0,113,23,45.5,36.4,68.2
18203,119,34,46.1,29.5,60.0,103,28,47.6,41.0,70.0
18354,117,33,52.5,46.7,86.4,111,31,45.7,35.3,65.0
17583,105,23,44.2,30.4,70.0,130,33,48.9,42.6,70.6
19596,116,30,54.3,38.2,37.5,102,24,37.5,23.3,79.3
18846,114,26,45.5,34.4,65.0,100,26,44.7,22.2,85.7
18984,89,15,38.8,26.8,66.7,108,18,46.7,28.6,72.7
16616,114,28,46.4,18.5,73.1,115,26,53.3,26.3,82.4
19904,102,31,41.1,33.3,60.0,112,29,47.5,37.5,87.1
16638,130,42,52.2,33.3,78.6,122,38,45.9,32.3,57.9
17732,105,22,47.7,31.3,61.9,115,34,41.9,39.5,85.7
16844,109,21,47.1,36.6,82.4,115,24,42.2,35.3,84.4
19576,108,27,45.7,17.9,78.9,110,32,48.8,37.0,80.0
17643,113,28,54.0,36.4,58.3,85,24,38.3,18.5,72.0
15797,97,31,46.2,23.8,61.5,118,25,57.1,50.0,77.8
19608,116,28,51.1,32.3,62.5,89,30,38.8,33.3,84.2
17593,103,26,46.3,30.8,61.3,135,39,53.4,47.4,79.3
20701,122,26,47.4,50.0,77.8,128,30,45.2,35.3,74.4
17583,117,29,49.5,36.8,70.0,104,22,54.3,44.0,55.6
18997,90,12,35.6,21.6,57.1,108,39,43.9,39.1,80.0
18999,149,42,60.9,48.6,76.0,113,18,43.6,25.6,67.7
18684,113,33,46.8,33.3,85.7,111,34,53.8,34.6,80.0
20409,112,32,47.7,28.1,86.4,129,37,56.0,40.0,85.0
18203,123,30,47.5,41.4,68.2,110,34,43.2,36.6,80.6
17763,111,36,50.0,33.3,81.0,109,35,51.1,29.4,75.0
17371,97,27,41.3,43.5,57.9,117,24,52.2,25.9,87.5
18055,120,32,42.6,37.3,70.6,96,16,45.1,22.2,59.3
20111,112,30,42.7,36.2,61.9,122,31,47.9,39.0,87.5
18306,119,35,51.8,45.5,64.0,98,20,41.3,23.8,68.0
16410,133,31,49.0,38.9,81.0,126,38,48.5,34.8,74.1
19928,119,22,51.2,25.9,89.7,110,29,48.8,34.5,80.0
17910,117,30,44.0,34.5,87.1,122,35,44.8,43.8,81.5
19596,120,36,52.9,54.1,100.0,114,26,44.3,23.3,91.3
18116,128,26,55.7,47.1,66.7,133,34,49.5,42.2,78.3
21059,96,20,42.7,32.0,80.0,116,24,52.3,33.3,57.7
19800,117,25,44.8,39.0,85.2,109,26,41.0,38.2,73.7
19432,90,24,39.2,27.6,74.1,112,24,52.4,40.9,77.3
18978,126,31,54.1,43.5,82.8,132,38,52.2,41.2,84.6
19871,91,27,37.0,24.4,86.7,104,32,43.2,32.3,78.3
16197,96,25,48.2,37.0,57.1,108,31,45.5,30.6,77.3
16744,127,26,42.9,43.2,85.7,129,24,45.9,29.3,79.4
17775,115,28,44.0,22.0,76.5,107,21,40.0,37.8,52.6
18055,149,34,53.0,47.4,76.2,113,24,46.2,32.4,76.2
19812,113,29,51.2,50.0,73.7,110,23,41.7,29.4,77.8
18624,108,27,47.2,38.7,85.7,116,27,45.6,36.4,100.0
19596,131,32,54.6,32.4,86.7,104,28,48.1,52.6,62.1
17583,129,39,45.9,40.0,76.5,133,32,51.5,45.2,83.3
19890,115,29,46.1,32.1,82.8,108,25,44.2,39.4,55.0
18997,113,34,51.7,28.0,66.7,109,27,45.2,31.0,71.4
19802,100,20,39.8,29.4,71.4,93,32,47.8,41.7,81.0
20409,110,39,42.3,35.9,77.8,116,25,45.5,34.1,47.8
19432,97,31,44.9,36.7,75.0,124,33,57.7,50.0,70.6
20153,122,34,52.9,48.1,73.9,99,20,40.8,20.0,87.5
21350,86,24,36.1,31.8,65.5,96,39,39.8,35.0,61.5
17090,103,19,44.4,27.3,60.0,112,18,48.3,40.0,66.7
16119,100,28,41.8,31.0,78.6,120,26,52.3,43.2,70.6
21041,120,33,45.1,40.0,81.5,109,18,43.2,37.1,71.4
18306,118,27,52.6,37.0,76.5,108,21,46.6,48.0,63.6
18203,112,26,41.7,39.0,80.0,111,32,43.2,34.0,85.0
18997,101,25,42.6,34.5,64.7,104,26,41.1,29.7,86.4
17143,134,28,41.7,41.5,81.6,135,35,45.9,40.0,84.6
18629,105,30,46.6,33.3,83.3,94,16,40.7,29.7,75.0
20197,125,32,55.9,46.2,60.0,109,20,47.4,37.5,66.7
17794,132,45,49.0,45.7,83.3,117,41,50.0,43.3,85.7
19812,89,22,40.3,30.0,72.0,115,36,48.2,42.4,95.0
17719,114,25,52.6,27.6,88.9,122,30,54.5,36.7,75.0
18082,116,31,43.0,32.6,71.4,127,29,48.5,42.6,61.5
17732,113,32,37.7,36.2,85.7,94,23,38.8,19.5,66.7
16332,99,22,44.8,30.3,64.7,95,21,42.9,40.6,66.7
19814,136,30,58.2,58.3,72.7,131,39,52.1,41.9,81.3
17655,143,39,50.9,42.9,76.7,137,26,44.3,40.0,87.9
20787,130,27,40.8,35.0,84.2,122,30,42.2,42.2,85.0
19068,112,22,51.9,35.5,70.8,102,25,43.5,39.4,71.4
15424,126,37,51.1,52.3,81.3,125,28,46.7,30.0,81.8
18846,94,28,43.0,30.0,57.9,85,24,37.5,26.5,66.7
17923,110,24,46.1,38.1,83.3,119,27,52.6,45.8,78.8
19600,120,24,47.1,38.9,84.6,101,32,42.7,15.6,66.7
20422,107,20,43.5,24.1,72.2,93,25,36.7,26.9,58.8
17732,126,22,47.5,44.1,57.7,127,33,42.6,30.2,78.6
19816,108,24,46.1,30.6,81.8,100,25,39.8,26.8,83.3
18354,120,22,50.6,33.3,80.6,111,15,46.8,33.3,72.2
18306,100,23,44.4,25.0,70.0,95,12,38.6,37.0,67.7
18055,124,25,50.0,33.3,83.3,95,29,39.1,34.5,65.4
19991,100,27,41.4,25.0,91.3,108,24,42.0,56.3,81.5
20338,100,32,41.2,27.0,90.9,117,38,51.2,35.5,85.7
18055,111,30,36.7,33.3,74.4,117,23,46.5,34.8,50.0
18064,122,29,39.4,35.7,96.7,141,35,62.5,56.3,76.7
18624,112,22,38.5,34.2,93.8,106,21,47.4,50.0,82.4
14879,99,32,44.0,41.4,50.0,121,30,47.3,31.6,74.2
17732,113,32,47.4,43.2,67.6,109,23,46.9,68.0,57.1
17027,116,41,45.9,36.6,73.3,123,27,48.4,35.0,73.1
17794,102,29,41.5,34.5,70.0,110,25,43.0,28.6,75.0
18203,85,24,39.8,21.7,63.6,97,28,40.2,26.8,80.0
19557,108,15,39.1,25.9,80.6,107,21,39.5,28.6,96.9
17583,112,27,42.5,40.5,85.2,122,25,54.1,36.7,86.4
18997,95,24,39.5,30.8,79.2,86,17,41.4,32.0,95.2
17467,126,33,43.6,31.5,77.1,131,29,45.5,36.4,63.9
16207,111,29,53.9,42.1,58.3,117,28,48.3,38.2,66.7
17078,103,23,51.2,30.0,53.3,99,26,35.4,16.1,92.3
19812,95,24,37.8,25.9,76.5,118,22,45.2,36.6,65.5
19432,110,26,50.0,35.5,65.5,99,28,44.8,35.7,84.6
21498,84,23,29.9,25.7,68.0,108,24,46.3,35.7,94.4
18055,126,29,45.7,28.9,90.0,123,24,46.0,36.0,81.3
18354,124,30,46.3,35.7,82.4,122,26,49.5,47.1,70.6
18306,113,35,56.4,48.6,58.3,81,25,37.0,26.9,82.4
15802,130,26,50.0,39.5,79.4,122,22,46.0,34.4,79.5
18203,120,35,56.4,46.9,77.3,92,20,32.6,15.2,87.1
15517,134,35,48.5,42.4,80.0,133,29,43.6,33.3,81.1
19707,119,40,39.4,26.0,78.0,121,25,51.7,40.9,84.6
17049,116,36,42.9,28.9,75.8,109,23,49.4,41.7,66.7
18997,120,30,52.7,35.5,78.6,101,28,38.5,28.6,91.3
19812,105,15,41.8,31.0,62.5,98,33,42.4,25.7,81.0
13565,96,33,45.7,54.2,90.0,94,25,41.5,28.6,76.9
14094,103,40,42.9,33.3,68.8,105,31,42.0,26.8,80.0
19800,104,31,38.8,25.6,93.3,95,22,38.2,30.8,83.3
17307,123,23,46.6,31.9,54.5,134,27,49.0,40.0,75.0
17385,129,30,52.2,44.7,66.7,112,31,45.0,30.8,83.3
18055,116,22,43.3,22.7,84.8,112,35,43.6,37.1,70.8
18083,113,19,48.2,31.8,75.0,110,33,39.0,30.3,81.5
14805,95,21,41.3,38.2,69.6,96,28,38.0,32.3,82.1
15870,94,28,39.6,32.4,62.5,101,21,36.7,27.8,90.5
19068,111,29,48.2,36.4,90.5,96,28,43.4,35.9,71.4
19600,112,29,45.2,41.9,73.3,97,26,42.2,28.2,66.7
16605,106,31,47.3,34.4,69.2,109,27,48.8,35.1,58.3
18997,120,27,46.5,26.9,84.6,91,32,32.6,20.6,95.7
17456,95,22,42.0,37.5,75.0,83,25,37.8,22.6,70.0
17595,117,25,52.6,41.7,80.6,111,26,43.3,35.9,82.6
20204,117,32,46.7,36.0,78.6,95,24,39.5,28.6,75.0
18624,116,19,44.6,41.5,81.0,105,34,46.3,31.1,62.5
17083,108,31,44.1,32.3,61.5,118,31,46.9,42.3,85.0
19800,125,37,59.3,48.1,83.3,113,28,46.6,46.7,73.9
18203,99,17,39.3,14.8,78.4,102,24,39.5,48.6,70.8
20476,158,34,62.6,55.6,82.8,159,35,53.4,42.6,78.8
15416,111,33,45.8,30.4,75.0,118,30,54.8,50.0,71.4
18306,110,33,55.0,45.8,68.8,96,23,47.6,34.8,83.3
18064,110,14,43.9,28.6,83.3,121,43,45.8,41.7,85.7
16539,97,26,40.9,20.6,69.2,106,30,47.6,37.8,63.2
16613,122,32,53.2,45.5,78.1,107,30,48.3,26.9,87.5
19068,103,23,42.9,19.2,74.1,97,24,45.0,33.3,66.7
16079,102,19,40.6,18.5,90.5,95,26,36.8,34.4,80.0
17732,123,24,49.4,59.4,71.4,116,33,41.4,25.0,81.5
15105,91,27,37.4,32.4,64.7,123,31,50.5,36.2,66.7
18624,104,22,44.6,32.4,93.1,102,23,39.8,36.8,66.7
20671,112,30,43.8,40.0,78.3,106,23,48.2,20.7,75.0
20358,110,25,39.2,38.9,69.6,119,20,49.0,28.1,76.2
16273,102,28,48.8,27.6,70.6,101,18,47.9,39.3,74.1
18064,110,28,46.4,46.4,90.5,127,29,47.3,37.1,86.7
18203,115,33,45.6,40.5,78.3,104,26,42.6,34.4,59.1
17222,113,33,45.1,29.6,79.3,109,26,46.2,31.3,76.5
17025,87,26,43.0,20.7,63.6,91,17,37.0,32.1,71.8
17637,115,36,46.1,34.2,80.0,105,17,40.5,41.7,88.0
14144,105,24,48.8,32.1,63.2,114,31,50.0,41.2,75.0
15150,109,34,38.9,34.3,85.2,131,42,54.3,43.6,70.6
18064,87,30,44.2,32.1,76.9,93,25,42.4,17.2,69.6
19669,128,32,57.7,55.9,76.0,129,27,50.5,33.3,83.3
17073,108,24,47.1,30.8,74.1,95,18,42.9,31.0,56.0
19724,129,46,52.8,43.9,77.3,100,14,39.2,29.2,77.4
19812,92,23,40.0,25.8,64.5,113,32,48.2,38.5,64.0
18610,96,25,39.8,24.0,82.8,103,26,48.3,25.0,68.4
18078,111,28,40.6,37.5,68.2,131,31,53.2,48.8,84.6
19068,105,16,39.1,21.9,76.5,94,20,39.7,32.3,71.0
13052,115,31,46.2,27.6,84.0,99,30,41.5,48.1,78.3
17194,135,33,53.3,39.0,75.0,125,27,49.5,40.6,76.2
14197,100,28,42.6,12.0,81.0,107,33,37.6,34.0,69.0
16271,106,27,35.9,30.2,86.4,134,31,53.8,35.9,66.7
14285,114,29,53.2,39.3,77.8,109,31,47.2,44.8,60.0
18064,127,34,48.8,38.5,91.7,118,32,44.8,32.5,78.6
17709,113,24,42.1,39.4,90.9,119,32,56.5,40.0,73.3
13341,122,20,47.7,32.3,66.7,120,35,54.3,40.0,85.7
14025,108,22,47.8,36.7,68.8,100,21,41.8,24.2,69.6
21193,112,29,50.6,43.8,52.2,118,24,48.9,33.3,70.8
18203,102,31,43.0,36.4,80.0,94,26,39.0,13.6,87.1
18010,109,29,52.3,39.1,62.5,89,28,36.4,31.0,64.0
16171,121,26,46.8,40.0,80.8,106,26,38.9,32.5,100.0
15463,122,33,55.7,50.0,79.2,102,25,48.8,44.0,61.9
18055,129,30,49.5,46.7,63.2,112,29,39.6,39.4,82.1
15049,93,19,40.5,20.0,77.1,113,33,50.0,39.4,66.7
19800,124,36,55.1,48.3,82.8,120,23,44.2,45.5,76.2
13503,137,37,56.8,52.2,83.3,121,26,44.8,35.6,73.1
19487,107,25,42.9,35.5,80.0,106,28,48.8,25.0,78.6
18306,106,26,46.1,36.4,66.7,104,29,41.3,32.0,88.2
19068,124,30,41.8,41.9,80.6,129,28,42.9,36.7,79.4
18487,87,20,38.4,19.4,71.4,108,30,43.0,30.3,78.3
18354,121,33,54.3,45.0,90.9,112,30,52.5,47.6,75.0
15498,108,30,44.0,34.4,74.2,124,31,54.9,53.6,79.2
19068,107,26,43.8,17.4,83.3,101,22,37.5,28.2,75.0
17021,118,27,47.3,25.0,85.2,86,15,37.2,37.9,84.6
16946,100,26,46.9,22.6,50.0,113,30,45.6,22.2,86.2
15544,112,27,51.8,26.7,88.0,106,35,45.3,39.4,83.3
16447,109,24,52.9,32.1,57.1,121,31,55.3,58.1,86.4
15647,125,29,43.2,25.0,69.0,119,31,41.7,28.6,95.8
16337,104,30,40.4,24.4,66.7,122,30,44.1,44.2,87.5
20257,102,28,41.1,31.8,82.4,106,36,41.6,50.0,58.1
19520,100,18,44.8,40.9,76.5,97,24,44.2,50.0,47.1
18306,103,30,40.5,41.7,69.0,100,16,35.8,27.8,73.3
20089,115,20,41.2,36.7,96.0,119,26,41.4,43.2,70.0
18997,95,28,44.9,25.0,87.5,80,21,35.0,17.1,75.0
18354,115,30,39.4,46.7,76.7,135,39,51.1,37.8,89.3
18513,110,28,40.9,34.3,76.5,115,33,53.3,42.4,70.0
15753,122,34,52.6,33.3,71.4,138,31,53.6,42.9,80.0
20482,94,27,37.8,12.5,88.9,117,20,47.0,43.2,71.4
18203,114,36,54.4,46.7,82.4,108,27,49.4,31.8,100.0
13553,98,27,35.1,13.3,72.7,100,27,38.6,39.3,64.7
17118,102,33,46.1,41.7,83.3,109,29,52.7,45.0,80.0
20311,114,33,54.8,35.7,75.0,106,24,45.2,42.4,72.7
18203,119,24,49.5,40.5,70.6,121,21,56.6,39.3,88.9
19812,87,19,36.0,29.0,64.0,108,31,43.9,28.6,90.3
17290,138,37,52.5,45.2,78.9,112,30,48.4,23.5,94.1
20041,124,20,43.3,33.3,78.6,113,21,40.4,26.8,72.0
18997,104,30,43.6,33.3,63.2,113,29,48.3,33.3,68.2
12526,114,26,44.8,50.0,80.0,120,41,50.6,44.1,78.9
18624,116,25,47.7,42.9,76.0,106,21,41.6,26.2,75.0
18627,109,22,46.7,40.0,76.5,113,35,50.6,39.3,70.0
16695,116,23,43.2,31.1,74.1,122,30,51.8,29.3,68.8
18064,108,30,47.9,32.3,57.1,122,34,49.4,45.7,81.3
19068,98,15,37.0,22.2,73.3,88,23,40.0,36.7,60.0
20294,98,24,44.9,21.1,76.9,97,21,44.2,23.8,80.0
15838,111,31,48.9,30.4,92.3,85,25,35.4,24.0,87.5
19600,117,28,53.2,43.8,77.8,108,17,43.6,36.6,67.6
18668,120,30,50.6,42.4,77.4,102,22,40.9,31.3,64.5
18327,121,34,44.2,26.8,81.8,125,25,53.0,44.1,64.7
18055,115,29,47.3,42.1,76.5,123,26,53.7,40.0,52.4
18306,119,29,46.7,23.1,77.1,114,35,45.6,29.7,84.0
16358,107,21,44.2,34.4,76.9,99,24,44.2,26.7,76.7
13155,117,29,49.4,44.4,78.9,119,26,53.9,48.6,66.7
15113,112,31,44.2,31.3,76.5,97,30,44.0,26.7,69.2
19156,140,34,51.0,44.4,89.7,133,34,52.1,37.9,81.5
18055,102,31,38.4,33.3,81.5,93,15,38.8,30.3,50.0
11581,129,26,49.5,32.4,82.4,114,24,48.9,17.6,79.3
18997,120,38,53.9,45.0,83.3,94,26,40.4,25.7,76.5
19544,106,30,39.6,35.4,81.3,114,23,45.7,43.8,94.1
17374,97,22,42.4,25.0,81.0,108,34,54.4,40.0,90.9
17147,132,34,48.0,52.9,69.0,127,35,54.8,45.8,77.4
19812,106,27,44.7,43.3,81.8,103,23,42.9,22.2,74.2
17627,124,30,47.7,18.2,72.3,115,32,40.9,41.9,84.0
15143,128,31,48.2,38.5,81.6,112,33,44.0,25.8,80.0
18394,101,28,42.6,30.3,50.0,93,35,37.9,21.1,81.3
16778,109,25,44.8,37.1,62.5,106,35,49.4,42.9,100.0
16296,111,24,41.4,41.4,79.4,109,31,50.6,50.0,60.0
12716,116,30,47.2,29.7,72.4,137,39,54.0,35.7,76.0
16422,107,23,44.8,28.6,84.6,106,26,40.2,26.5,84.4
18203,127,24,53.9,41.7,85.4,119,29,50.0,43.8,68.2
18055,111,26,40.4,30.4,86.2,102,22,45.1,24.2,76.9
18997,99,20,42.0,29.7,90.9,97,30,43.9,41.0,100.0
18064,100,32,41.5,17.9,79.4,105,23,40.7,39.4,78.3
19148,111,19,35.2,23.1,92.7,117,30,45.5,23.3,87.1
17024,83,22,32.0,35.3,77.8,102,26,44.8,28.2,71.4
19401,102,23,45.3,30.0,78.3,103,20,41.4,35.4,73.7
18978,105,30,45.2,31.6,73.9,125,31,45.7,38.8,90.9
19600,109,29,54.3,37.5,92.3,94,22,45.1,45.7,66.7
19926,110,32,42.0,23.1,81.8,102,22,41.6,41.5,73.3
18534,116,23,46.6,27.8,85.3,121,41,45.2,33.3,92.3
19068,150,43,53.8,51.5,94.3,101,30,37.8,25.0,73.0
19432,95,22,37.8,24.0,87.5,114,33,54.8,39.1,76.5
16633,100,30,42.7,40.0,83.3,99,18,41.5,33.3,87.5
16344,125,29,49.4,39.5,92.3,121,22,47.4,46.3,83.3
14227,114,32,46.4,44.4,83.3,131,28,55.1,56.3,65.2
16812,108,26,41.6,39.1,80.0,100,23,40.7,28.0,82.6
18997,122,36,52.8,42.9,81.3,101,24,43.0,28.6,76.0
17097,123,32,44.9,34.8,77.1,105,20,47.4,47.2,53.3
19800,132,26,51.5,46.5,80.0,96,25,42.3,33.3,62.5
14140,86,18,35.7,32.4,62.5,115,18,43.6,42.4,76.5
18055,132,29,47.0,37.8,80.8,108,30,41.7,30.6,73.9
17565,101,26,40.2,35.3,78.6,115,29,46.3,36.6,68.6
19637,117,36,50.0,41.5,69.6,110,22,45.8,33.3,87.5
15193,85,22,40.2,27.8,75.0,99,26,41.6,29.3,76.5
18306,102,32,36.5,38.7,76.9,112,36,46.1,36.8,84.2
19068,90,23,40.2,27.8,71.4,88,17,37.3,25.9,89.3
14511,95,30,40.9,36.0,73.7,114,28,47.8,31.0,86.4
15021,115,27,44.1,36.1,83.3,104,28,43.5,55.2,61.5
16732,120,33,53.2,41.9,92.0,116,19,42.7,33.3,82.4
18997,112,33,48.3,45.2,63.2,107,28,47.5,32.1,88.0
20384,109,27,43.8,40.6,69.2,104,25,47.6,52.0,73.3
14579,138,35,58.7,60.0,80.0,132,38,52.7,37.5,75.9
19569,142,44,56.7,57.9,78.3,94,16,38.9,29.6,64.0
16441,127,26,45.8,45.2,80.6,135,34,52.9,39.5,76.5
19800,113,32,51.7,33.3,73.7,97,32,38.5,28.1,64.3
19600,124,32,52.6,51.4,74.2,100,22,42.5,31.6,87.5
14011,101,26,40.0,25.6,82.6,91,26,37.0,33.3,76.9
13177,95,19,39.3,31.1,52.4,103,26,40.7,42.4,70.4
18119,109,30,42.9,51.9,65.4,89,30,33.7,24.2,78.1
17778,105,27,46.8,33.3,53.3,95,22,42.1,31.6,76.0
19068,107,22,41.9,37.8,75.0,104,21,39.4,26.7,71.4
17385,137,37,47.2,37.2,80.8,129,27,48.5,43.6,85.7
13903,121,33,46.5,41.9,87.5,124,38,53.4,45.7,63.6
15053,125,33,52.7,41.2,75.0,118,34,51.6,41.2,100.0
15399,128,33,59.8,50.0,65.0,103,23,43.2,27.0,100.0
15619,116,26,50.6,35.3,71.0,97,23,45.3,15.4,78.9
18953,108,16,45.6,33.3,80.0,116,34,49.4,36.8,85.7
20927,115,29,51.7,38.5,68.4,104,22,50.6,33.3,75.0
18203,127,33,52.7,35.5,90.0,130,34,51.1,54.8,79.3
19639,143,29,58.0,54.1,77.8,101,26,43.0,41.4,88.2
19520,96,27,44.3,25.0,84.6,92,13,40.7,25.9,82.6
18306,113,30,50.6,43.8,81.3,109,28,45.7,42.9,91.7
19068,122,31,51.7,39.4,79.2,119,23,46.4,34.9,68.4
17362,98,23,41.8,28.6,58.8,100,30,34.4,28.6,92.3
17891,115,23,55.0,42.9,68.2,116,34,45.3,46.8,66.7
16446,111,24,54.4,41.7,93.8,106,25,46.7,41.9,77.8
19320,104,16,43.0,37.5,60.0,111,32,53.3,52.2,67.9
16931,116,27,52.2,41.2,72.7,119,26,45.5,35.1,86.7
21017,113,28,50.6,48.3,88.2,86,13,40.0,25.0,74.1
19432,110,19,42.5,32.3,81.3,104,19,44.8,35.0,75.0
17794,108,35,48.3,46.7,61.5,109,25,45.2,33.3,69.0
17585,104,27,48.8,35.1,50.0,90,24,40.7,28.6,60.0
18306,128,44,51.2,41.7,87.9,120,31,41.6,41.5,95.0
18055,123,29,45.9,22.7,74.2,137,45,48.0,38.6,78.6
15885,106,27,45.7,38.2,75.0,113,24,48.1,35.5,85.7
18770,101,22,46.3,51.4,56.3,103,29,40.3,36.8,79.4
19520,116,28,47.3,45.2,69.6,104,28,50.0,34.3,83.3
19068,134,40,46.9,37.2,78.8,109,27,43.9,31.7,55.6
17143,106,26,42.6,40.6,65.0,108,25,46.8,32.4,81.8
14695,103,23,43.0,36.8,84.0,88,31,38.1,32.0,72.7
15141,126,36,54.3,54.5,60.0,114,27,47.9,44.8,69.2
16218,113,30,43.6,31.3,80.8,125,38,45.6,42.9,77.8
19800,101,28,45.2,32.4,63.6,96,34,40.9,37.5,56.3
19600,117,36,51.9,41.9,85.7,100,31,41.4,27.3,76.0
19156,103,19,44.7,23.3,87.0,102,22,46.8,38.3,66.7
18776,94,28,41.9,23.1,65.0,117,27,51.7,29.6,77.3
17385,122,23,44.3,31.7,79.3,118,25,50.6,46.7,91.7
18498,104,22,46.6,40.0,80.0,114,25,49.4,42.4,66.7
18064,97,28,41.6,45.0,87.5,100,25,47.1,34.4,81.8
20407,99,27,38.0,28.9,80.0,114,34,42.3,33.3,70.0
18673,117,25,52.2,25.0,73.9,104,23,42.1,25.0,66.7
17712,104,27,45.7,32.4,86.4,116,27,48.4,36.4,82.4
19156,121,30,44.3,38.2,91.7,110,23,44.4,37.5,47.4
17027,121,21,52.1,36.4,81.3,102,20,43.4,31.3,80.0
20592,97,25,46.8,19.2,83.3,91,18,41.1,26.5,44.4
15535,102,31,44.3,23.3,85.0,101,32,46.6,31.3,60.0
19800,126,21,48.9,51.2,76.5,98,29,37.5,29.3,83.3
18055,117,27,45.8,34.1,78.8,108,23,46.3,37.8,74.1
16721,119,31,46.7,39.3,84.6,121,35,46.3,34.1,76.0
17525,111,33,47.7,29.4,63.0,102,17,40.4,32.4,68.2
18354,101,24,42.3,17.2,82.4,113,22,43.5,45.0,77.8
14123,132,34,51.6,39.5,87.5,140,36,57.3,54.3,95.0
18626,110,38,40.5,42.5,83.3,114,25,51.8,33.3,72.0
19870,136,42,52.1,46.7,100.0,119,26,44.3,31.4,78.9
18064,104,25,45.7,37.9,73.1,90,17,38.2,34.5,66.7
17732,112,31,46.2,41.5,69.2,107,24,44.1,32.1,76.2
17014,83,23,34.6,24.1,81.5,90,20,36.9,28.9,60.7
15006,107,37,49.4,42.9,50.0,110,38,48.2,50.0,73.3
18109,95,31,43.6,40.0,57.6,101,18,43.1,26.9,80.0
19432,110,29,50.0,50.0,50.0,119,38,51.1,35.3,73.9
19600,122,41,53.7,52.0,75.0,105,21,39.0,35.7,87.5
15827,105,22,42.4,23.1,75.0,104,23,43.3,28.1,94.4
18203,109,34,47.8,38.2,62.5,104,26,44.8,28.9,71.4
16605,94,24,39.4,29.4,58.8,103,22,40.0,34.3,78.9
18354,107,27,43.0,38.9,92.9,97,30,39.1,36.4,100.0
18055,113,25,44.1,34.2,72.0,120,31,41.2,36.2,86.8
20139,107,25,45.2,33.3,75.0,103,28,38.3,36.8,68.0
18997,125,37,51.7,43.8,75.0,103,23,39.6,27.0,89.5
17583,100,17,38.5,24.2,85.7,97,27,41.4,34.4,66.7
20517,119,38,49.4,47.8,88.9,116,29,55.3,50.0,84.0
18055,158,38,58.4,49.0,85.3,111,21,42.7,32.6,80.0
17550,137,32,56.3,45.5,60.0,96,25,36.6,33.3,87.5
17026,106,30,44.0,33.3,75.0,109,32,38.9,32.4,82.1
18005,104,30,46.1,30.8,70.3,113,31,44.1,36.6,72.7
12276,107,21,38.8,30.6,85.7,115,25,41.0,40.0,81.0
18997,100,30,46.0,25.9,81.3,114,25,43.3,34.7,72.2
15427,104,29,44.8,44.7,90.0,107,33,46.9,33.3,76.9
14270,132,32,59.1,48.4,72.2,98,27,40.9,26.9,86.4
15052,100,26,42.5,33.3,68.2,96,22,39.6,26.1,78.3
18132,130,37,52.2,52.8,81.0,110,20,42.2,37.1,72.4
19068,150,39,55.3,43.8,80.0,125,35,46.1,36.7,74.1
11221,104,21,45.2,28.0,80.8,109,28,44.3,21.4,73.3
20208,103,31,40.7,50.0,69.6,94,23,46.9,22.7,65.0
14278,104,20,46.1,27.6,93.3,79,23,39.8,17.6,83.3
11919,104,19,42.7,26.3,94.7,117,24,50.0,42.1,86.7
17385,132,33,55.8,45.7,62.5,88,15,30.8,25.6,66.7
17257,106,23,48.2,27.3,85.0,113,22,48.0,43.2,86.2
17504,94,28,42.2,29.6,71.4,127,32,54.3,51.4,63.6
13159,120,26,50.6,34.3,78.3,127,32,51.1,48.4,74.1
19800,110,23,38.5,25.6,80.6,121,32,45.5,39.5,76.2
14664,97,24,40.4,26.8,66.7,118,24,43.2,42.2,85.2
18354,135,27,47.2,43.3,68.8,133,25,37.8,29.4,94.4
19658,96,24,40.7,20.7,94.1,105,28,46.4,29.2,66.7
19068,117,29,45.7,50.0,56.0,97,30,42.9,25.9,80.0
15176,128,31,57.6,56.0,80.0,114,37,48.9,45.5,65.0
14355,106,28,46.0,43.8,62.5,91,20,46.2,39.1,66.7
15742,103,24,41.9,30.6,63.6,127,22,48.9,40.0,92.6
19156,112,20,44.3,39.0,81.3,93,28,44.2,36.8,64.7
15694,118,26,53.3,34.6,61.9,130,22,49.5,45.2,88.9
18203,100,29,48.8,34.6,90.0,107,26,48.3,37.5,82.4
15017,106,27,42.9,39.4,73.0,99,20,38.5,23.3,85.7
19671,121,30,50.0,29.7,78.3,114,25,41.6,44.7,88.5
18306,96,26,41.0,45.2,73.7,121,34,51.1,48.3,60.0
19393,127,30,56.0,50.0,81.0,116,35,46.3,32.4,73.9
16554,119,25,45.6,40.7,81.3,113,33,53.2,46.4,75.0
18171,92,27,41.0,26.5,65.2,129,33,56.3,53.8,55.6
19800,109,28,43.2,30.8,87.5,119,34,40.8,40.0,89.5
15607,132,40,50.6,41.5,77.1,139,38,47.2,38.9,92.6
14894,108,32,44.8,44.0,73.1,101,19,45.8,37.5,80.0
15075,104,32,43.4,42.5,88.2,111,29,47.7,39.5,80.0
18446,87,25,42.2,29.4,70.0,93,24,39.0,34.6,87.0
18203,139,30,55.7,27.8,90.0,127,27,52.1,34.2,70.0
19600,112,27,48.8,35.7,75.0,103,28,42.9,30.8,92.9
19156,108,33,53.7,37.1,87.5,95,26,41.5,16.7,80.0
18841,98,28,44.3,41.5,60.0,100,23,53.5,37.5,68.2
